outcome,feature_set,model,fpr,tpr,threshold,auc
high_debt_burden,app,"Logistic (app, calibrated)",0.08475120385232744,0.17505668934240362,0.6024120799288422,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08507223113964688,0.1764172335600907,0.6014463450009068,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0853932584269663,0.1764172335600907,0.6012742906810703,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0853932584269663,0.17732426303854876,0.6009617415449918,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08571428571428572,0.17732426303854876,0.6002681441098253,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08571428571428572,0.1782312925170068,0.5992258054190381,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08667736757624397,0.18049886621315192,0.5990845624341752,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08667736757624397,0.18231292517006803,0.5988089823635441,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08667736757624397,0.18321995464852608,0.5984551566227214,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08699839486356341,0.18503401360544217,0.5983243789076292,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08699839486356341,0.1854875283446712,0.5977645456014975,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08956661316211878,0.19183673469387755,0.5977522160241084,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08956661316211878,0.19319727891156463,0.596797201233821,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08956661316211878,0.1945578231292517,0.5967525975907605,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0898876404494382,0.19591836734693877,0.5966203956338181,0.6700771994190935
